State,Time,Device,Unit,
1346.722412,2024-09-12T10:01:23.000Z,illuminance_sensor,lux,
1324.537231,2024-09-12T10:03:23.000Z,illuminance_sensor,lux,
1330.536377,2024-09-12T10:05:23.000Z,illuminance_sensor,lux,
1342.194702,2024-09-12T10:07:23.000Z,illuminance_sensor,lux,
1373.434937,2024-09-12T10:09:23.000Z,illuminance_sensor,lux,
1478.700684,2024-09-12T10:11:23.000Z,illuminance_sensor,lux,
1463.646606,2024-09-12T10:13:23.000Z,illuminance_sensor,lux,
1452.214478,2024-09-12T10:15:23.000Z,illuminance_sensor,lux,
1470.664307,2024-09-12T10:17:23.000Z,illuminance_sensor,lux,
1467.834473,2024-09-12T10:19:23.000Z,illuminance_sensor,lux,
1507.111084,2024-09-12T10:21:23.000Z,illuminance_sensor,lux,
1562.347412,2024-09-12T10:23:23.000Z,illuminance_sensor,lux,
1426.633789,2024-09-12T10:25:23.000Z,illuminance_sensor,lux,
1404.109253,2024-09-12T10:27:23.000Z,illuminance_sensor,lux,
1355.211548,2024-09-12T10:29:23.000Z,illuminance_sensor,lux,
1368.341431,2024-09-12T10:31:23.000Z,illuminance_sensor,lux,
1450.290283,2024-09-12T10:33:23.000Z,illuminance_sensor,lux,
1769.030396,2024-09-12T10:35:23.000Z,illuminance_sensor,lux,
1626.185913,2024-09-12T10:37:23.000Z,illuminance_sensor,lux,
1518.316772,2024-09-12T10:39:23.000Z,illuminance_sensor,lux,
2087.317627,2024-09-12T10:41:23.000Z,illuminance_sensor,lux,
2574.596436,2024-09-12T10:43:23.000Z,illuminance_sensor,lux,
2578.897461,2024-09-12T10:45:26.000Z,illuminance_sensor,lux,
2619.758789,2024-09-12T10:47:24.000Z,illuminance_sensor,lux,
1973.223267,2024-09-12T10:49:23.000Z,illuminance_sensor,lux,
1973.223267,2024-09-12T10:51:23.000Z,illuminance_sensor,lux,
1794.724243,2024-09-12T10:53:23.000Z,illuminance_sensor,lux,
1727.82959,2024-09-12T10:55:23.000Z,illuminance_sensor,lux,
2605.609863,2024-09-12T10:57:23.000Z,illuminance_sensor,lux,
2942.913086,2024-09-12T10:59:23.000Z,illuminance_sensor,lux,
2720.270508,2024-09-12T11:01:23.000Z,illuminance_sensor,lux,
2946.535156,2024-09-12T11:03:23.000Z,illuminance_sensor,lux,
2946.535156,2024-09-12T11:05:23.000Z,illuminance_sensor,lux,
2786.259521,2024-09-12T11:07:23.000Z,illuminance_sensor,lux,
2919.369873,2024-09-12T11:09:23.000Z,illuminance_sensor,lux,
2879.074707,2024-09-12T11:11:23.000Z,illuminance_sensor,lux,
2026.30896,2024-09-12T11:13:23.000Z,illuminance_sensor,lux,
2055.285156,2024-09-12T11:15:23.000Z,illuminance_sensor,lux,
2568.37085,2024-09-12T11:17:23.000Z,illuminance_sensor,lux,
2537.356934,2024-09-12T11:19:23.000Z,illuminance_sensor,lux,
2488.798828,2024-09-12T11:21:23.000Z,illuminance_sensor,lux,
2456.879639,2024-09-12T11:23:23.000Z,illuminance_sensor,lux,
2463.44458,2024-09-12T11:25:23.000Z,illuminance_sensor,lux,
2471.933838,2024-09-12T11:27:23.000Z,illuminance_sensor,lux,
1957.82959,2024-09-12T11:29:23.000Z,illuminance_sensor,lux,
2052.342285,2024-09-12T11:31:23.000Z,illuminance_sensor,lux,
1396.185913,2024-09-12T11:33:23.000Z,illuminance_sensor,lux,
1190.861206,2024-09-12T11:35:23.000Z,illuminance_sensor,lux,
1216.215454,2024-09-12T11:37:23.000Z,illuminance_sensor,lux,
1179.881714,2024-09-12T11:39:23.000Z,illuminance_sensor,lux,
1160.300171,2024-09-12T11:41:23.000Z,illuminance_sensor,lux,
1189.955566,2024-09-12T11:43:23.000Z,illuminance_sensor,lux,
1242.248901,2024-09-12T11:45:23.000Z,illuminance_sensor,lux,
1341.402466,2024-09-12T11:47:23.000Z,illuminance_sensor,lux,
1378.86792,2024-09-12T11:49:23.000Z,illuminance_sensor,lux,
1357.249023,2024-09-12T11:51:23.000Z,illuminance_sensor,lux,
1359.173096,2024-09-12T11:53:23.000Z,illuminance_sensor,lux,
1410.108154,2024-09-12T11:55:23.000Z,illuminance_sensor,lux,
1466.476196,2024-09-12T11:57:23.000Z,illuminance_sensor,lux,
1499.640625,2024-09-12T11:59:23.000Z,illuminance_sensor,lux,
1506.771606,2024-09-12T12:01:23.000Z,illuminance_sensor,lux,
1506.771606,2024-09-12T12:03:23.000Z,illuminance_sensor,lux,
1398.562866,2024-09-12T12:05:23.000Z,illuminance_sensor,lux,
1300.088501,2024-09-12T12:07:23.000Z,illuminance_sensor,lux,
1252.662354,2024-09-12T12:09:23.000Z,illuminance_sensor,lux,
1218.932007,2024-09-12T12:11:23.000Z,illuminance_sensor,lux,
1202.63269,2024-09-12T12:13:23.000Z,illuminance_sensor,lux,
